generation,stra.1,stra.15,stra.71,stra.138,stra.195,stra.197,stra.229,stra.233,stra.237,stra.257
222,0.282493,3.53E-05,0.00837313,1.46E-67,1.10E-06,0.0182643,0.0378188,0.000654409,0.00518174,5.18E-05
223,0.283115,3.40E-05,0.00821518,7.14E-68,1.06E-06,0.0183272,0.0377963,0.000648807,0.00515386,5.11E-05
224,0.283724,3.28E-05,0.0080598,3.49E-68,1.02E-06,0.0183916,0.0377766,0.000643327,0.00512673,5.05E-05
225,0.28432,3.16E-05,0.007907,1.71E-68,9.81E-07,0.0184572,0.0377593,0.000637962,0.00510028,4.99E-05
226,0.284905,3.05E-05,0.00775676,8.33E-69,9.45E-07,0.0185241,0.0377441,0.000632704,0.00507445,4.93E-05
227,0.28548,2.94E-05,0.00760907,4.07E-69,9.09E-07,0.018592,0.0377308,0.000627546,0.00504919,4.87E-05
228,0.286046,2.83E-05,0.00746392,1.99E-69,8.76E-07,0.0186609,0.0377191,0.000622482,0.00502443,4.82E-05
229,0.286602,2.73E-05,0.00732128,9.71E-70,8.43E-07,0.0187308,0.0377087,0.000617509,0.00500016,4.76E-05
230,0.287151,2.63E-05,0.00718114,4.74E-70,8.12E-07,0.0188014,0.0376996,0.00061262,0.00497631,4.71E-05
231,0.287692,2.53E-05,0.00704346,2.31E-70,7.82E-07,0.0188728,0.0376916,0.000607813,0.00495287,4.65E-05
232,0.288225,2.44E-05,0.00690823,1.13E-70,7.52E-07,0.018945,0.0376845,0.000603083,0.00492981,4.60E-05
233,0.288752,2.35E-05,0.00677542,5.51E-71,7.25E-07,0.0190178,0.0376782,0.000598427,0.0049071,4.55E-05
234,0.289272,2.27E-05,0.00664501,2.69E-71,6.98E-07,0.0190912,0.0376726,0.000593842,0.00488472,4.50E-05
235,0.289785,2.18E-05,0.00651695,1.31E-71,6.72E-07,0.0191653,0.0376676,0.000589325,0.00486264,4.45E-05
236,0.290293,2.10E-05,0.00639123,6.41E-72,6.47E-07,0.0192399,0.0376632,0.000584875,0.00484086,4.40E-05
237,0.290796,2.03E-05,0.00626782,3.13E-72,6.23E-07,0.019315,0.0376593,0.000580488,0.00481935,4.35E-05
238,0.291292,1.95E-05,0.00614667,1.53E-72,6.00E-07,0.0193907,0.0376557,0.000576163,0.0047981,4.30E-05
239,0.291784,1.88E-05,0.00602777,7.44E-73,5.77E-07,0.0194668,0.0376525,0.000571897,0.0047771,4.25E-05
240,0.292194,1.81E-05,0.0059084,3.63E-73,5.56E-07,0.0195329,0.0376161,0.000566716,0.00474695,4.20E-05
241,0.292745,1.75E-05,0.00579475,1.77E-73,5.35E-07,0.0196127,0.0376146,0.000562443,0.00472495,4.15E-05
242,0.292952,1.68E-05,0.00567666,8.62E-74,5.15E-07,0.0196714,0.0375782,0.000557764,0.00470009,4.11E-05
243,0.293433,1.62E-05,0.00556627,4.20E-74,4.96E-07,0.0197496,0.0375794,0.000553729,0.00468048,4.06E-05
244,0.293904,1.56E-05,0.0054579,2.05E-74,4.78E-07,0.019828,0.0375805,0.000549754,0.00466115,4.02E-05
245,0.29437,1.51E-05,0.0053516,9.99E-75,4.60E-07,0.0199067,0.0375817,0.000545831,0.00464202,3.98E-05
246,0.29483,1.45E-05,0.00524732,4.87E-75,4.43E-07,0.0199858,0.037583,0.000541958,0.00462308,3.93E-05
247,0.295286,1.40E-05,0.00514506,2.37E-75,4.26E-07,0.0200653,0.0375843,0.000538132,0.00460429,3.89E-05
248,0.295738,1.35E-05,0.00504477,1.16E-75,4.11E-07,0.0201452,0.0375857,0.000534353,0.00458566,3.85E-05
249,0.296185,1.30E-05,0.00494642,5.64E-76,3.95E-07,0.0202255,0.037587,0.000530618,0.00456717,3.81E-05
250,0.296629,1.25E-05,0.00484999,2.75E-76,3.81E-07,0.0203061,0.0375883,0.000526928,0.00454883,3.77E-05
251,0.297069,1.21E-05,0.00475542,1.34E-76,3.67E-07,0.0203871,0.0375896,0.00052328,0.00453062,3.73E-05
252,0.29734,1.16E-05,0.00465886,6.52E-77,3.53E-07,0.0204483,0.0375419,0.000518928,0.00450643,3.69E-05
253,0.297854,1.12E-05,0.00456836,3.17E-77,3.40E-07,0.02053,0.0375359,0.000515233,0.00448751,3.65E-05
254,0.298333,1.08E-05,0.00447934,1.55E-77,3.27E-07,0.020612,0.0375323,0.000511634,0.00446909,3.61E-05
255,0.298788,1.04E-05,0.00439189,7.53E-78,3.15E-07,0.0206943,0.0375302,0.000508109,0.00445101,3.57E-05
256,0.299228,1.00E-05,0.00430605,3.67E-78,3.03E-07,0.0207768,0.0375289,0.000504644,0.00443319,3.53E-05
257,0.299522,9.64E-06,0.00421799,1.79E-78,2.92E-07,0.0208422,0.0374924,0.000500721,0.00441066,3.50E-05
258,0.300027,9.29E-06,0.00413555,8.70E-79,2.81E-07,0.020927,0.0374927,0.000497354,0.00439296,3.46E-05
259,0.300484,8.96E-06,0.00405457,4.24E-79,2.71E-07,0.0210112,0.0374925,0.000494029,0.00437552,3.42E-05
260,0.300915,8.63E-06,0.0039751,2.06E-79,2.61E-07,0.0210954,0.037492,0.000490744,0.00435826,3.39E-05
261,0.301331,8.32E-06,0.00389716,1.01E-79,2.51E-07,0.0211797,0.0374913,0.000487496,0.00434115,3.35E-05
262,0.301738,8.02E-06,0.00382074,4.89E-80,2.42E-07,0.0212641,0.0374905,0.000484284,0.00432414,3.32E-05
263,0.302139,7.73E-06,0.00374583,2.38E-80,2.33E-07,0.0213489,0.0374895,0.000481107,0.00430725,3.28E-05
264,0.302535,7.45E-06,0.0036724,1.16E-80,2.24E-07,0.0214339,0.0374883,0.000477962,0.00429044,3.25E-05
265,0.302927,7.18E-06,0.00360042,5.64E-81,2.16E-07,0.0215192,0.037487,0.000474851,0.00427373,3.21E-05
266,0.303315,6.92E-06,0.00352987,2.75E-81,2.08E-07,0.0216048,0.0374854,0.000471771,0.0042571,3.18E-05
267,0.3037,6.67E-06,0.00346072,1.34E-81,2.00E-07,0.0216907,0.0374837,0.000468722,0.00424056,3.15E-05
268,0.304083,6.43E-06,0.00339294,6.50E-82,1.92E-07,0.0217769,0.0374818,0.000465705,0.00422409,3.12E-05
269,0.304462,6.20E-06,0.00332652,3.17E-82,1.85E-07,0.0218634,0.0374796,0.000462717,0.0042077,3.08E-05
270,0.304838,5.97E-06,0.00326141,1.54E-82,1.78E-07,0.0219501,0.0374773,0.000459759,0.00419138,3.05E-05
271,0.305211,5.76E-06,0.00319761,7.49E-83,1.72E-07,0.0220372,0.0374747,0.00045683,0.00417514,3.02E-05
272,0.305581,5.55E-06,0.00313507,3.64E-83,1.65E-07,0.0221245,0.037472,0.00045393,0.00415896,2.99E-05
273,0.305949,5.35E-06,0.00307378,1.77E-83,1.59E-07,0.0222122,0.037469,0.000451057,0.00414286,2.96E-05
274,0.306314,5.16E-06,0.00301371,8.62E-84,1.53E-07,0.0223001,0.0374658,0.000448213,0.00412682,2.93E-05
275,0.306676,4.97E-06,0.00295484,4.19E-84,1.47E-07,0.0223883,0.0374624,0.000445396,0.00411085,2.90E-05
276,0.307035,4.79E-06,0.00289714,2.04E-84,1.42E-07,0.0224767,0.0374587,0.000442605,0.00409495,2.87E-05
277,0.307392,4.62E-06,0.00284059,9.92E-85,1.37E-07,0.0225654,0.0374548,0.000439841,0.0040791,2.84E-05
278,0.307499,4.45E-06,0.0027817,4.82E-85,1.31E-07,0.0226361,0.0374105,0.000436756,0.00405897,2.81E-05
279,0.307899,4.29E-06,0.00272688,2.35E-85,1.26E-07,0.0227289,0.0374039,0.00043412,0.00404305,2.78E-05
280,0.308288,4.13E-06,0.00267324,1.14E-85,1.22E-07,0.0228212,0.0373975,0.000431496,0.00402723,2.75E-05
281,0.308667,3.98E-06,0.00262073,5.55E-86,1.17E-07,0.0229133,0.0373912,0.000428885,0.00401151,2.73E-05
282,0.309037,3.84E-06,0.00256933,2.70E-86,1.13E-07,0.0230052,0.037385,0.00042629,0.00399588,2.70E-05
283,0.309399,3.70E-06,0.00251899,1.31E-86,1.08E-07,0.023097,0.0373787,0.000423712,0.00398034,2.67E-05
284,0.309755,3.57E-06,0.0024697,6.38E-87,1.04E-07,0.0231887,0.0373724,0.000421151,0.00396487,2.64E-05
285,0.310105,3.44E-06,0.00242142,3.10E-87,1.00E-07,0.0232805,0.0373661,0.000418609,0.00394948,2.62E-05
286,0.31045,3.32E-06,0.00237412,1.51E-87,9.67E-08,0.0233723,0.0373596,0.000416087,0.00393415,2.59E-05
287,0.310791,3.20E-06,0.00232778,7.33E-88,9.31E-08,0.0234642,0.037353,0.000413584,0.00391889,2.56E-05
288,0.311127,3.08E-06,0.00228239,3.56E-88,8.96E-08,0.0235562,0.0373462,0.0004111,0.00390368,2.54E-05
289,0.31146,2.97E-06,0.00223791,1.73E-88,8.62E-08,0.0236484,0.0373393,0.000408637,0.00388854,2.51E-05
290,0.311789,2.87E-06,0.00219432,8.42E-89,8.29E-08,0.0237407,0.0373322,0.000406194,0.00387346,2.49E-05
291,0.312114,2.76E-06,0.00215161,4.09E-89,7.98E-08,0.0238332,0.0373249,0.000403771,0.00385843,2.46E-05
292,0.312437,2.67E-06,0.00210976,1.99E-89,7.68E-08,0.0239259,0.0373174,0.000401368,0.00384345,2.44E-05
293,0.312757,2.57E-06,0.00206875,9.66E-90,7.39E-08,0.0240187,0.0373097,0.000398985,0.00382853,2.41E-05
294,0.312912,2.48E-06,0.00202671,4.69E-90,7.11E-08,0.0240952,0.0372866,0.000396463,0.00381231,2.39E-05
295,0.313313,2.39E-06,0.00198747,2.28E-90,6.84E-08,0.0241928,0.0372912,0.000394256,0.0037989,2.37E-05
296,0.313675,2.30E-06,0.00194897,1.11E-90,6.58E-08,0.0242887,0.0372902,0.000392009,0.00378493,2.34E-05
297,0.313692,2.22E-06,0.00190982,5.38E-91,6.33E-08,0.0253629,0.0372621,0.000389394,0.00376833,2.32E-05
298,0.314008,2.14E-06,0.00187338,2.61E-91,6.09E-08,0.0254609,0.0372694,0.000387171,0.00375536,2.30E-05
299,0.314315,2.07E-06,0.00183767,1.27E-91,5.86E-08,0.0255589,0.0372755,0.000384953,0.00374231,2.27E-05
300,0.314488,1.99E-06,0.00180214,6.16E-92,5.64E-08,0.0256346,0.0372491,0.000382318,0.00372537,2.25E-05
301,0.314873,1.92E-06,0.00176842,2.99E-92,5.42E-08,0.0257342,0.0372563,0.000380107,0.00371222,2.23E-05
302,0.315207,1.85E-06,0.00173506,1.45E-92,5.22E-08,0.0258331,0.0372618,0.000377923,0.00369911,2.20E-05
303,0.315277,1.79E-06,0.00170048,7.06E-93,5.02E-08,0.0259096,0.0372257,0.000375414,0.00368194,2.18E-05
304,0.315635,1.72E-06,0.00166822,3.43E-93,4.83E-08,0.0260113,0.037227,0.000373296,0.00366859,2.16E-05
305,0.315974,1.66E-06,0.00163658,1.67E-93,4.64E-08,0.0261125,0.0372285,0.000371191,0.00365535,2.14E-05
306,0.316299,1.60E-06,0.00160555,8.11E-94,4.47E-08,0.0262134,0.0372302,0.0003691,0.00364219,2.12E-05
307,0.316372,1.54E-06,0.00157272,3.94E-94,4.29E-08,0.026277,0.0371554,0.000366533,0.00362185,2.09E-05
308,0.316741,1.49E-06,0.00154216,1.92E-94,4.13E-08,0.026368,0.0371233,0.000364371,0.00360576,2.07E-05
309,0.317094,1.44E-06,0.00151224,9.33E-95,3.97E-08,0.0264602,0.037096,0.000362242,0.0035902,2.05E-05
310,0.317434,1.39E-06,0.00148295,4.54E-95,3.81E-08,0.0265535,0.0370726,0.000360143,0.00357509,2.03E-05
311,0.317761,1.34E-06,0.00145428,2.20E-95,3.67E-08,0.0266477,0.0370526,0.000358072,0.00356038,2.01E-05
312,0.318077,1.29E-06,0.00142621,1.07E-95,3.53E-08,0.0267427,0.0370355,0.000356027,0.003546,1.99E-05
313,0.318385,1.24E-06,0.00139872,5.20E-96,3.39E-08,0.0268385,0.0370209,0.000354006,0.00353192,1.97E-05
314,0.318583,1.20E-06,0.00137064,2.53E-96,3.26E-08,0.026913,0.0369637,0.000351559,0.00351347,1.95E-05
315,0.318974,1.16E-06,0.00134434,1.23E-96,3.14E-08,0.0270123,0.0369493,0.000349543,0.00349939,1.93E-05
316,0.319305,1.12E-06,0.0013185,5.96E-97,3.02E-08,0.0271108,0.0369383,0.000347573,0.00348578,1.91E-05
317,0.319606,1.08E-06,0.00129317,2.90E-97,2.90E-08,0.0272094,0.0369295,0.000345632,0.00347247,1.89E-05
318,0.319891,1.04E-06,0.00126834,1.41E-97,2.79E-08,0.0273082,0.0369221,0.000343716,0.00345937,1.87E-05
319,0.320168,1.00E-06,0.00124401,6.82E-98,2.68E-08,0.0274073,0.0369159,0.000341819,0.00344643,1.85E-05
320,0.320437,9.66E-07,0.00122018,3.31E-98,2.58E-08,0.0275068,0.0369106,0.00033994,0.00343363,1.83E-05
321,0.320702,9.32E-07,0.00119684,1.61E-98,2.48E-08,0.0276067,0.036906,0.000338077,0.00342094,1.82E-05
322,0.320963,9.00E-07,0.00117398,7.80E-99,2.39E-08,0.0277069,0.0369021,0.000336231,0.00340836,1.80E-05
323,0.321208,8.67E-07,0.00115089,3.78E-99,2.29E-08,0.0277934,0.0368739,0.000334121,0.00339298,1.78E-05
324,0.321497,8.37E-07,0.00112898,1.84E-99,2.21E-08,0.0278958,0.0368721,0.000332314,0.00338063,1.76E-05
325,0.321753,8.07E-07,0.00110747,8.91E-100,2.12E-08,0.0279971,0.0368694,0.000330516,0.0033683,1.74E-05
326,0.321878,7.78E-07,0.00108619,4.32E-100,2.04E-08,0.0280872,0.0368264,0.000328285,0.00334891,1.73E-05
327,0.322207,7.51E-07,0.00106588,2.10E-100,1.96E-08,0.0281958,0.0368226,0.000326469,0.00333517,1.71E-05
328,0.322487,7.25E-07,0.00104575,1.02E-100,1.89E-08,0.0283006,0.0368198,0.000324696,0.00332242,1.69E-05
329,0.322744,6.99E-07,0.00102595,4.93E-101,1.81E-08,0.028404,0.0368176,0.000322949,0.00331011,1.67E-05
330,0.322991,6.75E-07,0.00100651,2.39E-101,1.74E-08,0.0285069,0.0368158,0.00032122,0.00329803,1.66E-05
331,0.323232,6.51E-07,0.000987453,1.16E-101,1.68E-08,0.0286098,0.0368141,0.000319506,0.00328608,1.64E-05
332,0.323469,6.29E-07,0.000968775,5.63E-102,1.61E-08,0.0287128,0.0368127,0.000317806,0.0032742,1.63E-05
333,0.323704,6.07E-07,0.000950473,2.73E-102,1.55E-08,0.028816,0.0368114,0.000316119,0.0032624,1.61E-05
334,0.323937,5.85E-07,0.000932542,1.32E-102,1.49E-08,0.0289194,0.0368103,0.000314444,0.00325064,1.59E-05
335,0.324168,5.65E-07,0.000914974,6.42E-103,1.43E-08,0.029023,0.0368093,0.000312781,0.00323894,1.58E-05
336,0.324397,5.45E-07,0.000897762,3.12E-103,1.38E-08,0.0291268,0.0368084,0.00031113,0.00322729,1.56E-05
337,0.324624,5.26E-07,0.000880897,1.51E-103,1.32E-08,0.0292309,0.0368077,0.000309491,0.0032157,1.55E-05
338,0.324849,5.08E-07,0.000864374,7.33E-104,1.27E-08,0.0293352,0.036807,0.000307863,0.00320414,1.53E-05
339,0.325103,4.90E-07,0.000847575,3.56E-104,1.22E-08,0.0294133,0.0367361,0.000305804,0.00318563,1.51E-05
340,0.32536,4.73E-07,0.000831672,1.72E-104,1.17E-08,0.029518,0.0367319,0.000304192,0.00317381,1.50E-05
341,0.325584,4.57E-07,0.000816063,8.36E-105,1.13E-08,0.0296227,0.0367308,0.000302604,0.00316239,1.48E-05
342,0.325803,4.41E-07,0.000800766,4.05E-105,1.08E-08,0.0297275,0.0367301,0.000301028,0.00315104,1.47E-05
343,0.32602,4.25E-07,0.000785778,1.97E-105,1.04E-08,0.0298326,0.0367296,0.000299463,0.00313975,1.46E-05
344,0.326236,4.11E-07,0.000771094,9.53E-106,1.00E-08,0.0299379,0.0367292,0.000297909,0.0031285,1.44E-05
345,0.326125,3.96E-07,0.000755906,4.62E-106,9.62E-09,0.0300134,0.0366982,0.000296073,0.00311459,1.43E-05
346,0.326339,3.82E-07,0.000741785,2.24E-106,9.24E-09,0.0301192,0.0367039,0.000294545,0.00310385,1.41E-05
347,0.32657,3.69E-07,0.000727551,1.09E-106,8.88E-09,0.0302062,0.0366763,0.000292706,0.00308917,1.40E-05
348,0.326791,3.56E-07,0.000713986,5.27E-107,8.54E-09,0.0303125,0.0366819,0.000291201,0.00307848,1.38E-05
349,0.327001,3.44E-07,0.00070069,2.55E-107,8.20E-09,0.0304187,0.0366876,0.000289706,0.00306785,1.37E-05
350,0.327209,3.32E-07,0.000687667,1.24E-107,7.88E-09,0.0305252,0.0366933,0.00028822,0.00305726,1.36E-05
351,0.327416,3.20E-07,0.000674909,6.00E-108,7.58E-09,0.0306318,0.0366991,0.000286745,0.00304671,1.34E-05
352,0.327527,3.09E-07,0.000661851,2.91E-108,7.28E-09,0.0307131,0.0366761,0.000285008,0.00303339,1.33E-05
353,0.327806,2.98E-07,0.000649635,1.41E-108,7.00E-09,0.0308217,0.0366844,0.000283558,0.00302299,1.32E-05
354,0.328034,2.88E-07,0.000637642,6.83E-109,6.72E-09,0.0309294,0.0366911,0.000282115,0.00301257,1.30E-05
355,0.328242,2.78E-07,0.000625884,3.31E-109,6.46E-09,0.031037,0.0366972,0.00028068,0.00300218,1.29E-05
356,0.328444,2.68E-07,0.000614363,1.61E-109,6.21E-09,0.0311446,0.0367033,0.000279254,0.00299181,1.28E-05
357,0.328317,2.59E-07,0.00060242,7.78E-110,5.96E-09,0.0312213,0.0366763,0.000277562,0.00297891,1.26E-05
358,0.328516,2.50E-07,0.000591326,3.77E-110,5.73E-09,0.0313294,0.036686,0.000276159,0.00296902,1.25E-05
359,0.328713,2.42E-07,0.00058046,1.83E-110,5.50E-09,0.0314377,0.0366958,0.000274765,0.00295917,1.24E-05
360,0.328909,2.33E-07,0.000569818,8.86E-111,5.29E-09,0.0315462,0.0367058,0.000273379,0.00294935,1.23E-05
361,0.329103,2.25E-07,0.000559394,4.29E-111,5.08E-09,0.031655,0.0367159,0.000272002,0.00293957,1.21E-05
362,0.329296,2.18E-07,0.000549185,2.08E-111,4.88E-09,0.0317639,0.0367261,0.000270633,0.00292982,1.20E-05
363,0.329487,2.10E-07,0.000539185,1.01E-111,4.69E-09,0.0318731,0.0367365,0.000269272,0.0029201,1.19E-05
364,0.329678,2.03E-07,0.00052939,4.89E-112,4.51E-09,0.0319826,0.036747,0.00026792,0.00291042,1.18E-05
365,0.329866,1.96E-07,0.000519796,2.37E-112,4.33E-09,0.0320922,0.0367578,0.000266576,0.00290077,1.17E-05
366,0.330054,1.89E-07,0.000510398,1.15E-112,4.16E-09,0.0322021,0.0367686,0.000265241,0.00289116,1.15E-05
367,0.330239,1.83E-07,0.000501192,5.56E-113,4.00E-09,0.0323122,0.0367797,0.000263913,0.00288159,1.14E-05
368,0.330424,1.77E-07,0.000492174,2.70E-113,3.84E-09,0.0324225,0.036791,0.000262594,0.00287205,1.13E-05
369,0.330607,1.71E-07,0.000483339,1.31E-113,3.69E-09,0.0325331,0.0368024,0.000261282,0.00286255,1.12E-05
370,0.330789,1.65E-07,0.000474685,6.33E-114,3.55E-09,0.0326439,0.0368141,0.000259978,0.00285308,1.11E-05
371,0.330969,1.59E-07,0.000466206,3.07E-114,3.41E-09,0.0327549,0.036826,0.000258682,0.00284366,1.10E-05
372,0.331148,1.54E-07,0.0004579,1.49E-114,3.28E-09,0.0328661,0.0368381,0.000257394,0.00283427,1.09E-05
373,0.331326,1.49E-07,0.000449762,7.20E-115,3.15E-09,0.0329776,0.0368505,0.000256114,0.00282492,1.08E-05
374,0.331502,1.44E-07,0.00044179,3.49E-115,3.03E-09,0.0330893,0.0368631,0.000254841,0.00281561,1.06E-05
375,0.33157,1.39E-07,0.000433611,1.69E-115,2.91E-09,0.033174,0.0368312,0.000253252,0.00280264,1.05E-05
376,0.331847,1.34E-07,0.000425975,8.19E-116,2.79E-09,0.0332887,0.0368405,0.000251966,0.00279301,1.04E-05
377,0.332066,1.30E-07,0.000418469,3.97E-116,2.69E-09,0.0334022,0.036852,0.000250705,0.00278364,1.03E-05
378,0.332259,1.25E-07,0.000411104,1.92E-116,2.58E-09,0.0335152,0.0368645,0.000249459,0.00277441,1.02E-05
379,0.332438,1.21E-07,0.000403883,9.32E-117,2.48E-09,0.033628,0.0368778,0.000248225,0.00276526,1.01E-05
380,0.332597,1.17E-07,0.000396563,4.51E-117,2.38E-09,0.0337239,0.0368667,0.000246792,0.00275383,1.00E-05
381,0.3328,1.13E-07,0.000389637,2.19E-117,2.29E-09,0.0338387,0.0368819,0.000245581,0.00274484,9.91E-06
382,0.332971,1.09E-07,0.000382834,1.06E-117,2.20E-09,0.0339521,0.0368962,0.000244373,0.00273586,9.81E-06
383,0.333136,1.05E-07,0.000376167,5.13E-118,2.11E-09,0.0340656,0.0369107,0.000243172,0.00272691,9.71E-06
384,0.333312,1.02E-07,0.00036952,2.48E-118,2.03E-09,0.0341622,0.0368871,0.000241534,0.00271249,9.60E-06
385,0.333496,9.85E-08,0.000363118,1.20E-118,1.95E-09,0.034277,0.0369019,0.000240337,0.00270346,9.50E-06
386,0.333658,9.52E-08,0.000356829,5.83E-119,1.87E-09,0.034391,0.0369171,0.00023916,0.00269465,9.41E-06
387,0.333817,9.20E-08,0.000350665,2.82E-119,1.80E-09,0.0345052,0.0369327,0.00023799,0.00268589,9.31E-06
388,0.333975,8.90E-08,0.000344625,1.37E-119,1.73E-09,0.0346195,0.0369486,0.000236828,0.00267717,9.21E-06
389,0.334131,8.60E-08,0.000338707,6.62E-120,1.66E-09,0.0347342,0.0369649,0.000235671,0.00266849,9.12E-06
390,0.334286,8.32E-08,0.000332908,3.21E-120,1.59E-09,0.034849,0.0369816,0.000234522,0.00265986,9.03E-06
391,0.33444,8.04E-08,0.000327225,1.55E-120,1.53E-09,0.0349641,0.0369987,0.000233378,0.00265128,8.93E-06
392,0.334593,7.78E-08,0.000321656,7.52E-121,1.47E-09,0.0350794,0.0370162,0.000232242,0.00264274,8.84E-06
393,0.334744,7.52E-08,0.000316198,3.64E-121,1.41E-09,0.035195,0.0370341,0.000231111,0.00263424,8.75E-06
394,0.334894,7.27E-08,0.00031085,1.76E-121,1.36E-09,0.0353108,0.0370524,0.000229987,0.00262579,8.66E-06
395,0.335043,7.03E-08,0.000305609,8.55E-122,1.30E-09,0.0354269,0.0370712,0.00022887,0.00261739,8.57E-06
396,0.335191,6.80E-08,0.000300474,4.14E-122,1.25E-09,0.0355432,0.0370904,0.000227758,0.00260903,8.48E-06
397,0.335337,6.58E-08,0.00029544,2.00E-122,1.20E-09,0.0356597,0.0371101,0.000226653,0.00260071,8.39E-06
398,0.335347,6.36E-08,0.000290453,9.70E-123,1.16E-09,0.0357443,0.0370955,0.000225292,0.00258945,8.31E-06
399,0.335582,6.15E-08,0.000285718,4.70E-123,1.11E-09,0.0358629,0.0371169,0.000224185,0.00258104,8.22E-06
400,0.335766,5.95E-08,0.000281017,2.27E-123,1.07E-09,0.0359807,0.0371381,0.000223092,0.00257277,8.13E-06
401,0.335926,5.76E-08,0.000276383,1.10E-123,1.03E-09,0.0360984,0.0371594,0.00022201,0.00256459,8.05E-06
402,0.336075,5.57E-08,0.000271829,5.33E-124,9.85E-10,0.0362161,0.037181,0.000220935,0.00255647,7.96E-06
403,0.336001,5.38E-08,0.000267283,2.58E-124,9.46E-10,0.0363338,0.0371855,0.000219665,0.00254483,7.88E-06
404,0.336207,5.21E-08,0.000263011,1.25E-124,9.09E-10,0.0364722,0.0372193,0.000218615,0.00253627,7.80E-06
405,0.336238,5.03E-08,0.000258532,6.05E-125,8.73E-10,0.0365675,0.0371983,0.00021725,0.00252327,7.71E-06
406,0.336492,4.87E-08,0.000254358,2.93E-125,8.38E-10,0.0366934,0.0372188,0.000216157,0.00251411,7.63E-06
407,0.336687,4.71E-08,0.000250244,1.42E-125,8.06E-10,0.0368162,0.0372415,0.000215094,0.00250564,7.55E-06
408,0.336851,4.56E-08,0.0002462,6.88E-126,7.74E-10,0.0369374,0.0372656,0.000214048,0.00249754,7.47E-06
409,0.336999,4.41E-08,0.000242231,3.33E-126,7.43E-10,0.0370579,0.0372906,0.000213014,0.00248965,7.39E-06
410,0.337137,4.27E-08,0.000238337,1.61E-126,7.14E-10,0.037178,0.0373163,0.000211988,0.0024819,7.31E-06
411,0.33727,4.13E-08,0.000234519,7.81E-127,6.86E-10,0.0372981,0.0373426,0.000210969,0.00247424,7.24E-06
412,0.3374,4.00E-08,0.000230776,3.78E-127,6.59E-10,0.0374183,0.0373696,0.000209956,0.00246665,7.16E-06
413,0.337527,3.87E-08,0.000227107,1.83E-127,6.33E-10,0.0375386,0.0373972,0.000208949,0.00245912,7.09E-06
414,0.337652,3.75E-08,0.000223511,8.86E-128,6.08E-10,0.0376592,0.0374255,0.000207946,0.00245165,7.01E-06
415,0.337776,3.63E-08,0.000219986,4.29E-128,5.84E-10,0.03778,0.0374543,0.000206949,0.00244422,6.94E-06
416,0.337899,3.51E-08,0.000216532,2.08E-128,5.61E-10,0.037901,0.0374838,0.000205958,0.00243685,6.86E-06
417,0.33802,3.40E-08,0.000213146,1.00E-128,5.39E-10,0.0380223,0.037514,0.000204971,0.00242953,6.79E-06
418,0.338141,3.29E-08,0.000209828,4.86E-129,5.18E-10,0.0381439,0.0375448,0.000203989,0.00242225,6.72E-06
419,0.338259,3.19E-08,0.000206575,2.35E-129,4.98E-10,0.0382658,0.0375763,0.000203012,0.00241503,6.65E-06
420,0.338377,3.09E-08,0.000203388,1.14E-129,4.78E-10,0.038388,0.0376085,0.000202039,0.00240785,6.58E-06
421,0.338493,2.99E-08,0.000200264,5.52E-130,4.59E-10,0.0385104,0.0376413,0.000201072,0.00240072,6.51E-06
422,0.338609,2.89E-08,0.000197202,2.67E-130,4.41E-10,0.0386331,0.0376749,0.000200109,0.00239364,6.44E-06
423,0.338722,2.80E-08,0.000194201,1.29E-130,4.24E-10,0.0387561,0.0377092,0.000199151,0.00238662,6.37E-06
424,0.338835,2.72E-08,0.00019126,6.26E-131,4.07E-10,0.0388795,0.0377442,0.000198197,0.00237964,6.30E-06
425,0.338947,2.63E-08,0.000188378,3.03E-131,3.91E-10,0.0390031,0.03778,0.000197248,0.00237271,6.23E-06
